name,price,link,glass_image,try_on_image
Arda,$39.95,https://www.glassesshop.com/eyeglasses/ft0306,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d03189663f78.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d0c3afa82474.jpg"
Coolidge,$29.95,https://www.glassesshop.com/eyeglasses/fp1168,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201702/58ae78f252584.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201605/57917ed317d09.jpg"
Bernardino,$34.95,https://www.glassesshop.com/eyeglasses/sup0749,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202007/5f1e8ac5b6c35.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202007/5f1e8ac764a8e.jpg"
Spender,$19.95,https://www.glassesshop.com/eyeglasses/sup0632,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc806c83858d.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc806c835d09.jpg"
Buffalo,$24.95,https://www.glassesshop.com/eyeglasses/fp1560,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201801/5a6581ecbd7f1.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201801/5a6581e809680.jpg"
Yvette,$29.95,https://www.glassesshop.com/eyeglasses/sup0780,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202001/5e0eb5fda4dc9.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202001/5e0eb5ff23678.jpg"
Abra,$19.95,https://www.glassesshop.com/eyeglasses/fp1942,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5db00f2136e16.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201911/05021651_95828.jpg"
Mile,$19.95,https://www.glassesshop.com/eyeglasses/sup0827,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202004/5e93cdfbb63f5.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202004/5e93cdfd0520c.jpg"
Ophelia,$29.95,https://www.glassesshop.com/eyeglasses/sup0702,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cff70bbf1bf9.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cff70bbefc54.jpg"
Bronwyn,$39.95,https://www.glassesshop.com/eyeglasses/ft0312,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d03189679afc.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d0318967852a.jpg"
Gemini,$59.95,https://www.glassesshop.com/eyeglasses/ft0369,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e43692d81c6b.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e43692edfc8c.jpg"
Monterey,$49.95,https://www.glassesshop.com/eyeglasses/sup0724,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202007/5f1e8d0b56de1.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202007/5f1e8d0cf193e.jpg"
,,,,
Carmelita,$54.95,https://www.glassesshop.com/eyeglasses/ft0319,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d03189692b6e.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d031896901cf.jpg"
Laura,$19.95,https://www.glassesshop.com/eyeglasses/fz1098,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c91dd8f1.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c8d16413.jpg"
Fernando,$34.95,https://www.glassesshop.com/eyeglasses/sup0746,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202007/5f1e8f42c8055.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202007/5f1e8f4439662.jpg"
Maltz,$19.95,https://www.glassesshop.com/eyeglasses/fz1371,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201907/5d268bd89339c.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201907/5d268bd891f6b.jpg"
Hughes,$44.95,https://www.glassesshop.com/eyeglasses/ft0278,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c34038810a7e.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/15044902_41006.jpg"
Chandler,$34.95,https://www.glassesshop.com/eyeglasses/sup0717,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202007/5f1e8cf02d9c0.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202007/5f1e8cf21c4fb.jpg"
Morgan,$29.95,https://www.glassesshop.com/eyeglasses/sup0656,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ccf9668bc29a.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ce4ad1f8643f.jpg"
Haywood,$29.95,https://www.glassesshop.com/eyeglasses/fm1353,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c2436744bcc2.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c24367449b72.jpg"
Fresno,$12.95,https://www.glassesshop.com/eyeglasses/fp2036,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e377f634cb1c.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202008/5f476222db55f.jpg"
Bronx,$12.95,https://www.glassesshop.com/eyeglasses/fp1978,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ff98fb140d.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ff98bd4095.jpg"
Eleanor,$12.95,https://www.glassesshop.com/eyeglasses/fp1949,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202008/5f28fbbee8ec8.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202008/5f2a83077951b.jpg"
Dove,$34.95,https://www.glassesshop.com/eyeglasses/fp1726,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b3dcfeb7bc2f.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b3dcfe787e60.jpg"
Acacia,$19.95,https://www.glassesshop.com/eyeglasses/fp1944,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5db00f2ee8d49.jpg","https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5db00f30531f4.jpg"
